line_key,priority,reconciliation_status,match_method,confidence_score,absolute_exposure,anomaly_flags
TXN-A-001653-L3303,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,1214.17,
TXN-A-001218-L2435,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,1145.80,
TXN-A-001585-L3160,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,1120.18,
TXN-A-001779-L3572,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,80.00,1106.40,
TXN-A-001749-L3512,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,91.20,1062.44,
TXN-A-001620-L3204,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,1047.22,
TXN-A-001170-L2339,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,1000.09,
TXN-A-001651-L3296,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,989.23,
TXN-A-001696-L3406,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,964.61,
TXN-A-001230-L2459,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,953.25,
TXN-A-001723-L3460,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,888.80,
TXN-A-001492-L2983,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,868.57,
TXN-A-001666-L3341,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,851.15,
TXN-A-001740-L3494,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,833.09,
TXN-A-001759-L3532,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,86.30,814.76,
TXN-A-001136-L2271,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,808.79,
TXN-A-001728-L3470,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,91.20,791.14,
TXN-A-001214-L2427,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,790.72,
TXN-A-002219-L4257,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,779.84,
TXN-A-001831-L3676,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,777.35,
TXN-A-001299-L2597,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,775.02,
TXN-A-001451-L2901,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,762.68,
TXN-A-001718-L3450,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,756.38,
TXN-A-001632-L3240,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,753.32,
TXN-A-001366-L2731,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,733.69,
TXN-A-001851-L3716,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,729.15,
TXN-A-002123-L4093,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,87.70,723.78,
TXN-A-001731-L3476,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,80.00,717.29,
TXN-A-001183-L2365,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,697.17,
TXN-A-001629-L3231,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,689.63,
TXN-A-001386-L2771,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,685.33,
TXN-A-001607-L3182,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,684.91,
TXN-A-001602-L3177,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,670.67,
TXN-A-001648-L3287,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,668.16,
TXN-A-001231-L2461,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,666.99,
TXN-A-001182-L2363,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,665.20,
TXN-A-001523-L3098,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,663.22,
TXN-A-001277-L2553,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,642.45,
TXN-A-001621-L3206,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,641.61,
TXN-A-001190-L2379,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,633.07,
TXN-A-001622-L3209,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,633.07,
TXN-A-001572-L3147,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,80.00,633.07,
TXN-A-001818-L3650,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,85.20,630.76,
TXN-A-001227-L2453,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,622.76,
TXN-A-001633-L3242,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,622.76,
TXN-A-002261-L4341,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,93.30,622.26,
TXN-A-001655-L3309,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,622.18,
TXN-A-001720-L3454,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,603.49,
TXN-A-001746-L3506,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,92.90,595.94,
TXN-A-001560-L3135,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,592.53,
TXN-A-001226-L2451,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,587.80,
TXN-A-001797-L3608,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,583.80,
TXN-A-001233-L2465,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,583.74,
TXN-A-001737-L3488,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,583.02,
TXN-A-001685-L3384,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,582.07,
TXN-A-001187-L2373,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,569.90,
TXN-A-001373-L2745,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,569.90,
TXN-A-001209-L2417,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,569.39,
TXN-A-001761-L3536,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,86.40,568.69,
TXN-A-001240-L2479,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,563.73,
TXN-A-001669-L3350,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,563.73,
TXN-A-001574-L3149,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,88.20,562.95,
TXN-A-001625-L3219,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,549.29,
TXN-A-001302-L2603,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,544.01,
TXN-A-001540-L3115,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,542.91,
TXN-A-001850-L3714,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,80.00,539.06,
TXN-A-001713-L3440,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,538.60,
TXN-A-001312-L2623,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,536.09,
TXN-A-002235-L4289,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,515.79,
TXN-A-001743-L3500,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,511.26,
TXN-A-001839-L3692,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,506.33,
TXN-A-001628-L3228,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,505.37,
TXN-A-001642-L3269,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,504.54,
TXN-A-001197-L2393,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,504.49,
TXN-A-001410-L2819,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,502.65,
TXN-A-001499-L2997,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,499.80,
TXN-A-002155-L4154,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,496.93,
TXN-A-001394-L2787,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,496.66,
TXN-A-001767-L3548,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,489.31,
TXN-A-002083-L4053,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,90.50,484.05,
TXN-A-002040-L01,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,88.90,474.70,MISSING_COUNTERPART
TXN-A-001354-L2707,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,472.56,
TXN-A-001897-L3808,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,470.26,
TXN-A-001219-L2437,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,469.65,
TXN-A-001824-L3662,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,469.09,
TXN-A-001745-L3504,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,84.00,467.78,
TXN-A-002009-L02,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,467.08,
TXN-A-001443-L2885,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,463.11,
TXN-A-001805-L3624,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,458.31,
TXN-A-001823-L3660,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,87.00,457.95,
TXN-A-001155-L2309,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,456.51,
TXN-A-001263-L2525,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,455.72,
TXN-A-001181-L2361,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,455.10,
TXN-A-001635-L3249,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,454.10,
TXN-A-001626-L3222,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,453.23,
TXN-A-001460-L2919,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,447.26,
TXN-A-001639-L3261,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,445.72,
TXN-A-001132-L2263,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,444.42,
TXN-A-001880-L3774,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,436.39,
TXN-A-001512-L3023,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,435.02,
TXN-A-002018-L02,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,80.00,431.97,
TXN-A-001844-L3702,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,88.90,428.38,
TXN-A-001454-L2907,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,419.80,
TXN-A-001619-L3201,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,415.94,
TXN-A-001202-L2403,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,415.84,
TXN-A-001330-L2659,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,413.40,
TXN-A-001750-L3514,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,412.22,
TXN-A-001637-L3254,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,410.98,
TXN-A-001268-L2535,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,410.64,
TXN-A-001203-L2405,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,408.99,
TXN-A-002126-L4096,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,405.45,
TXN-A-001822-L3658,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,402.42,
TXN-A-001222-L2443,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,398.89,
TXN-A-001224-L2447,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,397.72,
TXN-A-001577-L3152,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,393.02,
TXN-A-001253-L2505,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,391.85,
TXN-A-001598-L3173,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,391.18,
TXN-A-001176-L2351,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,389.73,
TXN-A-001368-L2735,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,386.20,
TXN-A-001276-L2551,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,384.42,
TXN-A-001854-L3722,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,89.50,384.36,
TXN-A-001455-L2909,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,383.94,
TXN-A-001292-L2583,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,382.09,
TXN-A-001270-L2539,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,380.05,
TXN-A-001466-L2931,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,375.93,
TXN-A-001267-L2533,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,375.26,
TXN-A-001734-L3482,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,375.16,
TXN-A-001764-L3542,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,374.97,
TXN-A-001775-L3564,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,373.96,
TXN-A-001254-L2507,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,370.48,
TXN-A-001808-L3630,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,369.93,
TXN-A-001342-L2683,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,367.84,
TXN-A-001543-L3118,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,89.40,366.60,
TXN-A-001424-L2847,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,365.02,
TXN-A-001298-L2595,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,364.09,
TXN-A-001783-L3580,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,361.26,
TXN-A-001480-L2959,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,356.55,
TXN-A-002206-L4231,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,85.20,356.55,
TXN-A-001550-L3125,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,356.20,
TXN-A-002239-L4297,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,80.00,354.47,
TXN-A-001483-L2965,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,84.20,351.30,
TXN-A-001163-L2325,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,351.21,
TXN-A-001618-L3198,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,346.96,
TXN-A-002041-L01,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,85.10,345.72,MISSING_COUNTERPART
TXN-A-001694-L3402,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,341.32,
TXN-A-001820-L3654,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,86.50,339.85,
TXN-A-001220-L2439,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,338.35,
TXN-A-001436-L2871,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,336.16,
TXN-A-001657-L3314,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,334.02,
TXN-A-002260-L4339,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,331.49,
TXN-A-001317-L2633,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,331.09,
TXN-A-002003-L02,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,82.60,328.24,
TXN-A-002092-L4062,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,82.60,327.96,
TXN-A-001289-L2577,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,326.77,
TXN-A-001687-L3388,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,326.32,
TXN-A-001836-L3686,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,83.60,324.32,
TXN-A-001476-L2951,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,86.50,323.62,
TXN-A-002152-L4148,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,322.05,
TXN-A-001311-L2621,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,321.36,
TXN-A-001490-L2979,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,321.20,
TXN-A-001369-L2737,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,321.20,
TXN-A-001597-L3172,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,319.57,
TXN-A-001217-L2433,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,319.38,
TXN-A-001447-L2893,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,318.15,
TXN-A-002246-L4311,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,314.66,
TXN-A-001895-L3804,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRIMARY_ID,100.00,314.17,
TXN-A-001551-L3126,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,313.97,
TXN-A-002018-L01,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,83.30,311.37,
TXN-A-001756-L3526,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,95.50,310.40,
TXN-A-001420-L2839,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,309.36,
TXN-A-001902-L3818,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,309.36,
TXN-A-001579-L3154,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,308.26,
TXN-A-001243-L2485,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,306.86,
TXN-A-001708-L3430,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,89.50,306.83,
TXN-A-001345-L2689,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,304.85,
TXN-A-001521-L3096,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,300.97,
TXN-A-001886-L3786,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,86.70,300.49,
TXN-A-001542-L3117,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,299.93,
TXN-A-001303-L2605,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,298.99,
TXN-A-001482-L2963,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,298.54,
TXN-A-001576-L3151,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,297.76,
TXN-A-001160-L2319,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,296.40,
TXN-A-001781-L3576,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,293.02,
TXN-A-001627-L3225,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,291.61,
TXN-A-001584-L3159,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,290.42,
TXN-A-001308-L2615,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,289.05,
TXN-A-001547-L3122,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,288.78,
TXN-A-001763-L3540,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,285.19,
TXN-A-001669-L3351,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,280.13,
TXN-A-001642-L3270,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,279.49,
TXN-A-001583-L3158,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,277.15,
TXN-A-001638-L3258,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,277.01,
TXN-A-001821-L3656,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,80.00,276.22,
TXN-A-001425-L2849,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,275.74,
TXN-A-001847-L3708,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,274.24,
TXN-A-001462-L2923,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,273.33,
TXN-A-001153-L2305,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,273.30,
TXN-A-001600-L3175,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,272.59,
TXN-A-001142-L2283,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,272.35,
TXN-A-001450-L2899,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,269.97,
TXN-A-001251-L2501,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,269.88,
TXN-A-001888-L3790,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,269.86,
TXN-A-001881-L3776,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,FUZZY_NAME,90.50,269.75,
TXN-A-001891-L3796,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,268.35,
TXN-A-001242-L2483,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,267.46,
TXN-A-001739-L3492,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRIMARY_ID,100.00,267.44,
TXN-A-001496-L2991,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,265.09,
TXN-A-001300-L2599,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,263.90,
TXN-A-001578-L3153,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,261.93,
TXN-A-001725-L3464,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRIMARY_ID,100.00,261.40,
TXN-A-002008-L02,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,NORMALIZED_NAME,90.00,260.23,
TXN-A-001659-L3320,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,259.95,
TXN-A-001370-L2739,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,259.07,
TXN-A-001171-L2341,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,256.81,
TXN-A-001709-L3432,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,254.50,
TXN-A-001405-L2809,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,254.36,
TXN-A-001458-L2915,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_PRODUCT_CODE,95.00,254.21,
TXN-A-001575-L3150,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,254.12,
TXN-A-001555-L3130,LOW,QUANTITY_AND_AMOUNT_DIFFERENCE,EXACT_BARCODE,97.00,253.05,
